seqname,tax_id
ARF60477,s__violaceoruber
KQT61141,s__sp._Leaf456
KRB25722,s__sp._Root172
OCQ76662,s__solanacearum
ACB99307,s__organism
AJF12366,s__thaumarchaeote
AJF12817,s__bacterium
AJF12816,s__bacterium
KMO97286,s__roseuse1
AJF12815,s__bacterium
KTT16321,s__parafulva
AJF12814,s__bacterium
CRF40565,s__ailurogastricus
SFI02314,s__sp._OK307
KIN58394,s__subtilis
CEN83533,s__sordellii
ELS51475,s__viridochromogenes
EPJ80018,s__sp._CFII64
KWT12176,s__syringae
AAN04579,s__heilmannii
ASS66264,s__sp._RUD330
AFK53569,s__mobilis
CDR66976,s__schweitzeri
SEL10685,s__sp._YR750
OBA61889,s__sp._1100029.7
CCI31014,s__sp._T1-4
AJF12486,s__thaumarchaeote
BAX35487,s__Helicobacter_sp.
BAX35485,s__Helicobacter_sp.
OHS25896,s__sp._HMSC56B09
KSL09695,s__aeruginosa
OIP70425,s__cyanobacterium_CG2_30_40_61
EOQ47840,s__sp._KTE92
OFW33388,s__bacterium_RIFCSPLOWO2_12_FULL_65_11
OIP95839,s__sp._CG2_30_44_34
KOO08904,s__hepatarius
ONY86997,s__cenocepacia
EQD92027,s__pylori
CDL32478,s__cloacae
OAI31028,s__sp._R-45379
OCW81928,s__bacterium_GOM-A3
ABP62125,s__sp._638
AEI62847,s__fulvus
ANF15025,s__butyricum
SDF11484,s__baekdonensis
AJF12557,s__bacterium
AJF12552,s__bacterium
AJF12553,s__bacterium
SDP13168,s__sp._cf386
AJF12551,s__bacterium
CRM51239,s__sp._37_R_15
AJF12558,s__bacterium
KGY29503,s__mirabilis
KJK16647,s__sp._2(2015)
ENV16249,s__guillouiae
KFG70584,s__sp._BSC39
AHN75615,s__pnomenusa
SDQ69968,s__soldanellicola
ATE61445,s__sp._K11
KZM83615,s__carota
OLY68014,s__braakii
ASY36103,s__sp._CLI2509
OJJ24691,s__reptotaenium
OJZ63930,s__diernhoferi
KQQ14515,s__sp._Leaf121
SEJ53594,s__sp._NFR16
OLQ49829,s__licheniformis
GAN59119,s__cibinongensis
ALI34729,s__Nitrocosmicus_oleophilus
AFY17720,s__sp._UW4
OAL86443,s__sp._SFC
AFU57556,s__Nitrososphaera_gargensis
ACV76700,s__multipartita
EQM33109,s__erythropolis
KZA99628,s__leguminosarum
SFH12120,s__italica
KUL61543,s__sp._NRRL_S-1521
ORA24436,s__abscessus
AQM58912,s__baratii
SFK61985,s__sacchari
ERH20914,s__johnsonii
AJF12738,s__bacterium
AJF12739,s__bacterium
BAX36902,s__Helicobacter_sp.
BAX36900,s__Helicobacter_sp.
AJF12732,s__bacterium
KRP94090,s__yuanmingense
AJF12730,s__bacterium
AJF12736,s__bacterium
AJF12737,s__bacterium
KZE11369,s__casei
AJF12735,s__bacterium
AAM84814,s__pestis
ASI93032,s__shilonii
AUS11784,s__subtilis
AQT38913,s__lunaelactis
KOG44975,s__decoyicus
AEG94398,s__tataouinensis
ONA39766,s__pseudomallei
SFL59559,s__pseudosasicola
KKO98124,s__harzianum
ACB99004,s__organism
ACB99005,s__organism
ACB99006,s__organism
ACB99007,s__organism
ACB99000,s__organism
ACB99001,s__organism
ACB99002,s__organism
ACB99003,s__organism
ALV48983,s__sp._4F
SEL52065,s__jiangxiensis
ACB99009,s__organism
ONF08693,s__pseudomallei
KGL24518,s__bilis
KPE37555,s__aeruginosa
OLD19210,s__bacterium_13_1_40CM_3_56_11
OEV19035,s__nanshensis
OFD27965,s__baumannii
SEK40905,s__sp._YR242
ANQ26299,s__natriegens
KPP86029,s__bacterium_HLUCCO07
ASE43035,s__braakii
EHJ79477,s__enterica
AQX54569,s__flexus
ETB69298,s__sp._CPSM8
SLU68753,s__pneumoniae
KKM67815,s__sediment_metagenome
KVQ97144,s__ubonensis
SDG26230,s__luteolum
GAT27415,s__luchuensis
OCK06471,s__sp._KO164
ALG29164,s__halophytocola
ELS04443,s__sp._PCC_7305
GAS87225,s__brisbanense
SDZ12819,s__syringae
CAI49096,s__pharaonis
ACR17562,s__kroppenstedtii
EGL53195,s__aminisulfidivorans
KQU64661,s__sp._Root101
SCX14406,s__sp._DSM_25558
SHS26565,s__abscessus
AID33789,s__huakuii
KPX89525,s__amygdali
AFI03775,s__cetorum
OAT26146,s__myxofaciens
KZM51172,s__sp._OB1
KFJ34435,s__suise1
KQT14300,s__sp._Leaf400
KMK24414,s__gergoviae
KOG13026,s__viridochromogenes
CRL12501,s__italica
ADY80882,s__pittii
ESK89936,s__roreri
SDT64734,s__cedrina
OAF12230,s__sp._BR_10245
ODB77815,s__sp._II
ORL57357,s__aeruginosa
CEP33973,s__sp._R57-5
AGT88981,s__mediterranei
CUQ29837,s__hathewayi
APY89725,s__alfalfae
ADP74953,s__sp._Y4.1MC1
AFJ57982,s__fluorescens
KKZ55020,s__haemolyticus
AJF13011,s__bacterium
AJF13012,s__bacterium
AJF13013,s__bacterium
AJF13014,s__bacterium
AJF13015,s__bacterium
AJF13016,s__bacterium
AJF13017,s__bacterium
AJF13018,s__bacterium
AJF13019,s__bacterium
AUM05196,s__sp._Crenshaw
ANB71545,s__sp._OLGA172
KUL54179,s__sp._NRRL_S-1521
ONH43911,s__azotoformans
AJF12945,s__bacterium
AJF12944,s__bacterium
AJF12947,s__bacterium
AJF12940,s__bacterium
AJF12943,s__bacterium
AJF12942,s__bacterium
AJF12949,s__bacterium
ANY87422,s__putida
CWX42896,s__influenzae
ASR56392,s__sp._PSBB021
EJB38724,s__pylori
WP_059316230.1,s__oryzihabitans
ATG55748,s__ginsengisoli
KKZ98884,s__cereus
ODA39917,s__sp._BG
AOJ80043,s__sp._MSMB0852
APY90059,s__alfalfae
ACB99279,s__organism
ACB99278,s__organism
ACB99277,s__organism
ACB99276,s__organism
ACB99275,s__organism
ACB99274,s__organism
ACB99273,s__organism
ACB99272,s__organism
ACB99271,s__organism
ACB99270,s__organism
KMQ15936,s__mycoides
ELW45018,s__coli
ERK91218,s__hansupus
CZU68205,s__cloacae
AJC53930,s__sp._769
KRW66707,s__sp._TTU2014-105ASC
AJF12515,s__thaumarchaeote
KFK86264,s__sp._JS01
SAL34580,s__concitans
ALV33328,s__sp._CdTB01
KRI47216,s__baumannii
KWI48158,s__cepacia
SFX59944,s__sp._NFIX27
OOO72185,s__saprophyticus
SIO20868,s__erythrophlei
AJF13022,s__bacterium
SEK52109,s__marinuse7
OIZ50410,s__freundii
AJI52805,s__philomiragia
AEI76383,s__necator
EID74753,s__imtechensis
OOV12842,s__sp._LM3
EQM72200,s__stutzeri
KAE70012,s__aureus
AUG81481,s__sp._MMS16-BH015
ABY29599,s__extorquens
KFG08724,s__scabiei
KVA90887,s__cepacia
CRE59644,s__aureus
SAQ37300,s__oxytoca
CZZ05272,s__cloacae
CUH71129,s__autumnalis
ATD62026,s__svalbardensis
AJF12882,s__bacterium
KLU65935,s__acididurans
AQT38778,s__sp.
ALP58042,s__aeruginosa
CUX35264,s__genomosp._6
AQT38771,s__sp.
AQT38776,s__sp.
ABB92577,s__marine_organism
ODN87291,s__depauperatus
EMH42447,s__pylori
KWI95208,s__ubonensis
AKC69097,s__oxalativorans
SDJ88991,s__denitrificanse4
EHC64244,s__enterica
CGX77533,s__enterica
SFK63302,s__rubrume3
KJF21031,s__sp._AD45
AJF13206,s__bacterium
KUH68771,s__sp._GA-2945b
OHP79490,s__sp._HMSC062H10
EWS53806,s__sp._T29
CCE26642,s__purpurea
KGJ15448,s__sanguinis
EPZ73463,s__pylori
SIS96713,s__saliphilus
ATZ63849,s__bereziniae
ESY54701,s__sp._LNJC372A00
SFZ82976,s__enhydra
OLM07116,s__sp._Ae331_Ps2
OFR00842,s__sp._HMSC066C03
EWK81026,s__aureus
ANJ00163,s__wuianus
SEI80072,s__meliloti
KFE34163,s__atlanticae1
GAF59639,s__sp._JCM_18902
GAF59638,s__sp._JCM_18902
SCY45252,s__sp._136MFCol5.1
SKB65654,s__balustinum
AQA05327,s__sp._MS1601
OCN20244,s__pneumoniae
KVD12425,s__ubonensis
KTC55618,s__syringae
BAW66701,s__pylori
KXX71428,s__sp._SJP92
ORW38667,s__paraense
EMH70324,s__pylori
SAE62528,s__cloacae
OBS93308,s__tasmaniensis
BAB78715,s__sativa
OCX16860,s__xanthomarina
SCK48170,s__sp._LamerLS-316
OOF45578,s__trehalosifermentans
OBS91652,s__asburiae
SCV31298,s__hemsleyana
SCK52613,s__sp._SceaMP-e96
KKX50729,s__sp._IITKGP-BTPF85
OBX78766,s__aegyptius
CRL56039,s__fortuitum
KQQ07121,s__sp._Leaf122
KZL69657,s__tofieldiae
SIQ02393,s__natans
AMV80737,s__aureus
KYO07681,s__kobei
SCE50952,s__sp._DfronAA-171
CRL98764,s__sp._24_E_1
EHK83773,s__pyridinivorans
BAW46483,s__pylori
BAS06714,s__sp._Hiyo4
GAB85601,s__rubripertincta
AUQ80005,s__inhibens
OFC61552,s__Erwinia_dacicola
SFK46052,s__marinuse8
OOL18381,s__intestini
KRO86541,s__sp._BACL10_MAG-121220-bin24
KTH67970,s__cloacae
AJF12538,s__bacterium
AJF12539,s__bacterium
KJB96331,s__aerolata
AJF12534,s__thaumarchaeote
AJF12535,s__bacterium
AJF12530,s__thaumarchaeote
SIS55867,s__ureilyticum
AJF12532,s__thaumarchaeote
AJF12533,s__thaumarchaeote
KJV44044,s__indicuse5
CUX37950,s__genomosp._7
KMY51527,s__loiseleuriae
BAJ27786,s__setae
ASN51245,s__sp._R1AF57
ACB99394,s__organism
AJF12283,s__thaumarchaeote
ACB99396,s__organism
ACB99397,s__organism
ACB99390,s__organism
ACB99391,s__organism
ACB99392,s__organism
ACB99393,s__organism
CZT46794,s__secalis
AJF12288,s__thaumarchaeote
AJF12289,s__thaumarchaeote
ACB99398,s__organism
ACB99399,s__organism
BAZ90536,s__curvatae1
OKI71303,s__sp._MJM1172
CMN78188,s__tuberculosis
EHP49936,s__laneus
KIZ48679,s__oryzihabitans
ABS15155,s__anthropi
ACB99028,s__organism
ACB99029,s__organism
ACB99022,s__organism
ACB99023,s__organism
ACB99020,s__organism
ACB99021,s__organism
ACB99026,s__organism
ACB99027,s__organism
ACB99024,s__organism
ACB99025,s__organism
ODS03823,s__marginalise1
KGX28484,s__pseudomallei
KEQ20005,s__reuteri
OBP83928,s__loti
AKN61530,s__sp._WH_8020
OMP16793,s__sp._WAC00263
EXT43274,s__sp._25977_7
EKB03641,s__odoratus
AMB99934,s__urinaehominis
SDN21875,s__violacea
SDZ70982,s__sp._YR266
AJF12389,s__thaumarchaeote
OGU22858,s__bacterium_RIFOXYD1_FULL_62_11
ANS26677,s__opacus
OLF09308,s__xinjiangensis
EJL00496,s__chlororaphis
ATX75881,s__forsetii
BAX25406,s__Helicobacter_sp.
KOX57290,s__ferruginea
OMK86093,s__pestis
ORY96872,s__racemosum
ELW76968,s__sp._OIFC021
CWX43790,s__influenzae
AUQ60176,s__inhibens
ODA31805,s__pacificuse1
OCB59725,s__malmoense
OQE24586,s__steckii
CUE82786,s__aureus
KDB08717,s__sp._lig30
ARI10499,s__sp._M5al
SOB78118,s__sp._LV10R510-11A
AAN76657,s__sp._NpAV
EBA04548,s__bacterium_HTCC2150
SIO65489,s__erythrophlei
CEF72737,s__graminearum
CMB42260,s__tuberculosis
KBL87178,s__tuberculosis
OBQ50544,s__sp._H-KF8
ANM24760,s__sp._N941
EPQ76502,s__marinum
ALA66374,s__lenta
AMX96157,s__ciceri
KGG31133,s__sp._MIT_0703
OCI91260,s__sp._AC27/96
ADG81480,s__potens
OHV86441,s__sp._ORS_3428
ATF99037,s__koseri
AEI53562,s__marine_crenarchaeote
AEI53563,s__marine_crenarchaeote
AEI53560,s__marine_crenarchaeote
AEI53561,s__marine_crenarchaeote
AHG07906,s__coli
AEI53567,s__marine_crenarchaeote
AEI53564,s__marine_crenarchaeote
KVH74641,s__cepacia
AEI53568,s__marine_crenarchaeote
AEI53569,s__marine_crenarchaeote
KNX97859,s__baumannii
OLT63347,s__bouillonii
KOC76993,s__sp._GWS1
CAK14925,s__entomophila
CEN78491,s__sordellii
OCC21250,s__hoagii
ANH90000,s__sp._SAT1
SED85366,s__sp._TLI_105
AJF13036,s__bacterium
SDH22268,s__xiamenensise1
AJF13034,s__bacterium
OOO73613,s__boydii
AJF13032,s__bacterium
AJF13033,s__bacterium
AJF13030,s__bacterium
AJF13031,s__bacterium
KVW90889,s__cepacia
AJF13039,s__bacterium
GAE93329,s__boraciitolerans
AOR67429,s__stabilis
ONM82311,s__aeruginosa
KVH59226,s__sp._MSMB1072
KZA36535,s__baumannii
SEN91623,s__sp._NFACC39-1
AQT38907,s__sp.
AFI04847,s__cetorum
ONI78673,s__sp._ALI-1.44
OLF85928,s__sp._C18
KZY79311,s__sp._HI0069
KYG05891,s__cellulosum
SGT35339,s__aureus
SIR09841,s__sp._A214
KKC34915,s__psychrophilae1
EJE02823,s__epidermidis
CAP01687,s__baumannii
ANW49982,s__pseudomallei
ACX98710,s__pylori
CDW93610,s__sp._CB2
GAP94957,s__sp._NIES-2104
ACB99254,s__organism
ACB99257,s__organism
ACB99256,s__organism
ACB99250,s__organism
ACB99253,s__organism
ACB99252,s__organism
SIN99560,s__phenazinium
ATW50762,s__peucetius
ACB99258,s__organism
OGP04757,s__sp._RIFCSPHIGHO2_12_FULL_63_18
KOT96933,s__sp._NRRL_F-4711
ATQ49169,s__epidermidis
AKA97537,s__ulcerans
CEK29906,s__sordellii
KQR33819,s__sp._Leaf155
KMZ21680,s__influenzae
KOT15278,s__parainfluenzae
SCT90085,s__aureus
KWX33126,s__aeruginosa
KFC64048,s__sp._LC85
AHE42614,s__pneumoniae
KTB57686,s__viridiflava
EUB71790,s__sp._GM41(2012)
ASS72914,s__atrophaeus
EFV13986,s__rugosus
KMO98298,s__roseuse1
EGH99027,s__amygdali
EXA84756,s__baumannii
KUL58199,s__griseus
EHC56014,s__enterica
KNX36302,s__halotoleranse1
ABW80912,s__bacterium
SDM43707,s__wuyuanensis
AJF12435,s__thaumarchaeote
ADX82330,s__islandicus
KUQ02144,s__kobei
KYF56464,s__cellulosum
OGB22162,s__bacterium_RIFCSPLOWO2_02_FULL_57_36
AJF12437,s__thaumarchaeote
SHL63077,s__sp._UWH6
SAX66052,s__pneumoniae
AJF12436,s__thaumarchaeote
EXR90382,s__baumannii
ERV83889,s__aeruginosa
KJN99255,s__hormaechei
OCC20366,s__hoagii
AJF12430,s__thaumarchaeote
AQT38751,s__lunaelactis
AQT38753,s__sp.
AQT38755,s__sp.
AQT38757,s__sp.
KGV85545,s__pseudomallei
AJF12432,s__thaumarchaeote
SIT53940,s__prunaredense
KKO90163,s__sp._Ag1e1
ABV94101,s__shibae
KTC61419,s__syringae
AKJ14641,s__incarnatus
ACB99208,s__organism
SBC19844,s__aureus
EIP97073.1,s__bacterium_TAV1
OBK89845,s__sinensis
OMO60421,s__capsularis
KJN08477,s__hormaechei
SLY63911,s__pneumoniae
EGT74750,s__haemolyticus
AGP48561,s__sp._G
OEH23317,s__freundii
ACB98788,s__organism
SFR87114,s__zhouii
EPZ72288,s__pylori
CDM76792,s__marinum
KKC43570,s__sp._V2
OCC12682,s__sp._PTY087I2
OBG17325,s__sp._852002-51296_SCH5728562-a
KZZ22882,s__sp._HI0082
ADC49931,s__pseudofirmus
KFC94030,s__adecarboxylata
EGS83088,s__aureus
KTJ12041,s__hormaechei
OIK10398,s__sp._MUM_116
ADY55317,s__glycolicus
ONC20558,s__pseudomallei
AJF12217,s__thaumarchaeote
ABF63118,s__sp._TM1040
KNY29793,s__cellulosolvens
AJF12216,s__thaumarchaeote
KUM69997,s__curacoi
AJF12211,s__thaumarchaeote
KFI02655,s__sp._BSC154
AJF12210,s__thaumarchaeote
AJF12213,s__thaumarchaeote
OLL88155,s__sp._Ae263_Ps1
AJF12212,s__thaumarchaeote
ARR51319,s__damselae
SCF14576,s__tulbaghiae
SFO72791,s__norvegicus
KTI09123,s__hormaechei
ASV36426,s__sp._NS1(2017)
KCX35972,s__sp._263903-1
EEI92445,s__spiritivorum
KYG52443,s__sp._WAC04657
EFQ65814,s__fluorescens
OHE62063,s__sp._GWE1_62_9
EXX85659,s__darwinianus
EKE81891,s__pylori
KFE51969,s__syringae
AQZ80997,s__calcoaceticus
BAX35443,s__Helicobacter_sp.
AUQ91929,s__inhibens
BAX35445,s__Helicobacter_sp.
KZQ36166,s__cloacae
KLO60480,s__tsuruhatensis
KYO51874,s__mobilis
KZE60104,s__amyloliquefaciens
SDA93117,s__sp._NFACC03
KUM34934,s__sp._EpRS71
KXJ54346,s__sp._Phe_28
KMX48779,s__pneumoniae
AKI01592,s__sp._IMCC20628
OLZ64951,s__sp._IMTB_2501
SKB03621,s__newyorkensis
ARJ10743,s__lugdunensis
GAK80969,s__subtilis
ABB69910,s__sp._TYM9
ABB69911,s__sp._NIJS16
ABM07828,s__aurescens
SDX31815,s__africanus
EXF20158,s__baumannii
AKP32824,s__aleksiciae
KKB25311,s__carnosus
OKA27268,s__versuta
SEM28897,s__jiangxiensis
OQQ14747,s__sp._M41(2017)
CWX53760,s__influenzae
SCT94902,s__xylosus
ADX47325,s__avenae
AJF12933,s__bacterium
EQC76720,s__sp._HSISS2
AFQ49022,s__cepacia
AEF93630,s__nigrificans
OAB59353,s__willei
AJJ61788,s__aldovae
KTK26253,s__hormaechei
KWH59702,s__anthina
EGU56822,s__nigripulchritudo
OFD34937,s__baumannii
BAG23126,s__griseus
OAS15300,s__platani
GAM48871,s__seriolae
KQQ24838,s__sp._Leaf125
EVU34311,s__aureus
OCH43373,s__fischeri
KFF11088,s__solie3
AQL43757,s__sp._IM1011
SFI94520,s__sp._UNC496MF
ASF30417,s__amyloliquefaciens
SLO62213,s__pneumoniae
AJF12512,s__thaumarchaeote
AJF12513,s__thaumarchaeote
AJF12510,s__thaumarchaeote
OBX90728,s__sp._CCUG_60358
AJF12516,s__thaumarchaeote
AJF12517,s__thaumarchaeote
AFR57489,s__crenarchaeote
AFR57488,s__crenarchaeote
AFR57487,s__crenarchaeote
AFR57486,s__crenarchaeote
AJF12518,s__thaumarchaeote
AJF12519,s__thaumarchaeote
ORT60874,s__sp._CB03238
AOO81260,s__vaviloviae
AIS57817,s__coralliilyticus
ABC74584,s__enterocolitica
CDA62724,s__bacterium_CAG:56
KOT81491,s__rimosus
AJF13201,s__bacterium
AJF13200,s__bacterium
AJF13202,s__bacterium
AJF13205,s__bacterium
CNK32746,s__intermediae1
SBH39938,s__pneumoniae
OEO31155,s__insulae
OHQ19859,s__sp._HMSC065H07
SAS00514,s__pneumoniae
ONH34763,s__sp._BMG5.30
EVF80583,s__aureus
KZX46613,s__sp._K1
AIQ98079,s__sp._MIT_0801
EFM93555,s__pleuropneumoniae
OIS61878,s__subtilis
EHN75751,s__coelicoflavus
ACB98939,s__organism
ACB98938,s__organism
AEF40522,s__subflava
ACB98933,s__organism
ACB98932,s__organism
ACB98931,s__organism
ACB98930,s__organism
ACB98937,s__organism
ACB98935,s__organism
ACB98934,s__organism
SDW93123,s__mobilise1
AGM09812,s__orientalise1
EKF23642,s__hassiacum
ETW13674,s__atlanticuse1
ATY15031,s__sp._AA4
BAQ60667,s__sp._NIES-3708
AJQ96678,s__sunshinyii
BAC74817,s__avermitilis
KIC70427,s__rhizophila
KWI86160,s__ubonensis
ORX00332,s__triplex
CUH54018,s__marinae7
CKP29877,s__tuberculosis
EEL69717,s__cereus
EHO08295,s__odoratimimus
CUD06618,s__aureus
OKO79657,s__sp._NAS96.2
GAO11055,s__sp._NBRC_110027
OKI76588,s__sp._TSRI0395
SED67557,s__misionensis
AUX89169,s__sp._ACNIH1
ABB92618,s__marine_organism
ABB92615,s__marine_organism
ABB92614,s__marine_organism
ABB92617,s__marine_organism
ABB92616,s__marine_organism
ABB92611,s__marine_organism
ABB92610,s__marine_organism
ABB92613,s__marine_organism
ABB92612,s__marine_organism
KMK12870,s__gergoviae
BAN00980,s__coccineuse1
KLU17501,s__mirabilis
KLU17505,s__mirabilis
KOX40500,s__sp._NRRL_F-6492
AMD98241,s__oris
KJN32039,s__cloacae_complex_sp._35669
OLC01585,s__bacterium_13_1_40CM_62_7
KOU16416,s__sp._WM6368
KIU32777,s__radiotolerans
SDN02409,s__sp._OK028
OQR63640,s__sp._B9173
ATX65321,s__barguzinensis
GAB12840,s__globiformis
KQX14616,s__sp._Root431
ERS90575,s__sp._PBN3
KOR74636,s__baumannii
KOU22868,s__sp._WM6372
AOO88872,s__leguminosarum
OGK86147,s__Rokubacteria_bacterium_GWC2_70_24
SNY81941,s__sp._JKS000199
ETW25257,s__gastri
EPU59889,s__agalactiae
SEQ42388,s__lutea
ABL92043,s__sp._KMSe1
KLN53766,s__paradoxus
APE20250,s__venezuelae
AUM70534,s__fluorescens
ERV39577,s__aeruginosa
OOY27442,s__sp._L04-15
OFE08183,s__sp._1139
OLI79769,s__oryzaee2
AGS68114,s__collinus
CCK59919,s__canettii
OOZ17689,s__velum_gill_symbiont
ESK51303,s__brisouii
KGA75347,s__enterocolitica
SHF00475,s__longoviformis
SLC61287,s__abscessus
KOQ14641,s__aureus
EPN86587,s__syringae
OLS63808,s__putida
SFX79524,s__sp._NFACC36
CBG74804,s__scabiei
KGB02994,s__bacterium_ATCC_29904
EPN38735,s__syringae
OLD40595,s__bacterium_13_1_40CM_2_62_10
OKI47016,s__sp._TSRI0281
ODU13456,s__sp._SCN_67-85
OSP39231,s__sp._13-12-16
AQT38925,s__sp.
CDY75927,s__glathei
KZP89741,s__cloacae_complex_sp._GN04826
AJE66166,s__glutamicum
SCT00450,s__aureus
ELT43534,s__nitrophenolicus
ORB24844,s__moriokaense
OAN26358,s__iranicum
KXO77888,s__anthropi
KMV05789,s__baumannii
CPE33325,s__aureus
KAP43326,s__tuberculosis
OCH46418,s__cyclitrophicus
ETX10096,s__ushuaiensis
KRF55272,s__sp._Soil768D1
SCD97255,s__sp._DvalAA-43
KUZ67255,s__ubonensis
KLP54490,s__cloacae_complex_sp._GN03164
KDP85694,s__sp._SK-3
AJF13058,s__bacterium
AJF13059,s__bacterium
EFC82431,s__sp._EUN1f
AJF13054,s__bacterium
AJF13055,s__bacterium
AJF13056,s__bacterium
KVH71227,s__ubonensis
AJF13051,s__bacterium
AJF13052,s__bacterium
AJF13053,s__bacterium
KRQ69632,s__sp._H070
AJF12899,s__bacterium
AJF12898,s__bacterium
OJU04587,s__bacterium_65-79
AJF12893,s__bacterium
AJF12890,s__bacterium
AJF12897,s__bacterium
EDT46817,s__infantarius
ONF46720,s__radiotolerans
AJF12894,s__bacterium
KMM79275,s__deceptionensis
BAX35265,s__Helicobacter_sp.
BAX35263,s__Helicobacter_sp.
BAX35261,s__Helicobacter_sp.
ACX79352,s__sp._Y412MC61
KVD48554,s__sp._ABCPW_11
AJD05557,s__lari
SFX86720,s__atratus
OBQ37435,s__sp._MDT14b
AHN35616,s__pylori
EOB34810,s__atrophaeus
SDE60180,s__valerianellae
KWN26031,s__stagnalis
KGV63306,s__pseudomallei
AQT38737,s__sp.
AKK24632,s__oxalativorans
AKM00528,s__pyrrocinia
AQT38739,s__sp.
OBQ42786,s__flos-aquae
APZ41772,s__ferrooxidanse1
OHT41935,s__marcescens
ABE50035,s__flagellatuse1
SKS57291,s__abscessus
OOV97769,s__sp._MF6394
GAE93330,s__boraciitolerans
CNI79014,s__pseudotuberculosise1
KXH44594,s__nymphaeae
KJY81911,s__galatheae
SEQ85231,s__aquaticae1
SFI59033,s__neptunius
ETF02107,s__kashmirensis
SCE19853,s__sp._ScaeMP-6W
EGH87233,s__amygdali
KJK23647,s__bacterium_16
SMF02537,s__consotensis
EDM33487,s__sp._TM1035
OIQ80001,s__drainage_metagenome
OIN28926,s__barjaei
OLN50827,s__aureus
CAK00250,s__acinonychis
BAQ78519,s__sp._St29
AQT39061,s__sp.
OOK77175,s__kansasii
AQT39067,s__sp.
KOF07759,s__planktonicus
ORZ25814,s__repens
OAH23877,s__populi
SDD90756,s__pacificensis
KDC31250,s__bronchiseptica
EDK27007,s__bacterium_SWAT-3
EPN29292,s__syringae
KKY81124,s__cloacae
SFS39678,s__sp._453mf
EXE70630,s__baumannii
BAX35461,s__Helicobacter_sp.
ACU75293,s__acidiphilae1
BAX35463,s__Helicobacter_sp.
BAX35465,s__Helicobacter_sp.
OMW67044,s__pseudomallei
EXT50055,s__sp._25977_4
KJC39318,s__sp._LTSP885
EST33639,s__roseochromogenus
SFG80110,s__sp._NFACC27
ACB98842,s__organism
ABP45828,s__gilvume1
KMO69901,s__chubuense
SCV24033,s__cereus
KWC54128,s__ubonensis
OIV35081,s__pluripotens
KSQ94959,s__aeruginosa
SEC51306,s__mohnii
OAA32080,s__libera
OCB31624,s__malmoense
EZH15841,s__coli
OLT39948,s__sp._CUA-673
KOV20992,s__sp._XY413
KQP88695,s__sp._Leaf119
AKF49642,s__syringae
KIM17825,s__erythropolis
ORW46136,s__paraense
KES18019,s__apicola
OFM45538,s__sp._HMSC068D08
EDT11505,s__graminise1
OLD39704,s__Rokubacteria_bacterium_13_1_40CM_2_68_8
OMI27726,s__haynesii
OEF17506,s__splendidus
OBW93645,s__genomosp._3
KFG93141,s__paludise1
ACB98998,s__organism
SFG41144,s__sp._455mf
SJN18110,s__faeciume1
KJV01418,s__sp._PML026
BAL77749,s__sp._S23321
SCB86913,s__sp._NIO-1057
AGH47652,s__psychrophilae2
ENY76305,s__putida
KOC13287,s__flavuse1
KXU89360,s__monticola
AEF34272,s__sinensis
KNE96671,s__striiformis
SDC41295,s__sp._365mftsu
KPX15331,s__syringae_group_genomosp._3
KKE98347,s__obuense
KNB53895,s__caatingaensis
KPX08242,s__syringae
KRF65208,s__sp._Soil768D1
ACB99350,s__organism
ACB99351,s__organism
ACB99352,s__organism
ACB99354,s__organism
ACB99355,s__organism
ACB99357,s__organism
ACB99358,s__organism
ACB99359,s__organism
AJF12796,s__bacterium
AJF12797,s__bacterium
AJF12790,s__bacterium
AJF12791,s__bacterium
AJF12792,s__bacterium
KZG76718,s__epidermidis
EIG24314,s__paraphrohaemolyticus
CXZ72167,s__aureus
KIX89004,s__bovis
ACB98911,s__organism
ANJ71903,s__insidiosa
ACB98913,s__organism
ACB98912,s__organism
ACB98915,s__organism
ACB98914,s__organism
ACB98917,s__organism
ACB98916,s__organism
ACB98919,s__organism
ACB98918,s__organism
CZY47265,s__cloacae
ASK02886,s__freundii
SDX02640,s__xylanica
OKJ17893,s__sp._CB00316
CAD83209,s__Blochmannia_floridanus
ATH83741,s__mendocina
OAL73005,s__violaceum
CPD17602,s__aureus
AOS45256,s__limnophila
KTT67434,s__psychrotoleranse1
KZY03562,s__sp._HI0023
KJY69986,s__coralliilyticus
OJA08723,s__vesiculosus
OIK40820,s__freundii
OGW66713,s__bacterium_RIFCSPLOWO2_02_FULL_62_14
EHE01799,s__pneumoniaee1
KZR09621,s__hormaechei
KPY74647,s__syringae
OLZ70137,s__amritsarensis
KJK37975,s__variegatus
KUP36321,s__halotolerans
KID70148,s__anisopliae
KPW58972,s__caricapapayae
KSZ65069,s__epidermidis
KOY49678,s__sp._NB4-1Y
SEB88399,s__misionensis
ALG89926,s__sp._EMB200-NS6
ODR26326,s__porcinum
OLO88425,s__naeslundii
OPW89470,s__portucalensis
OQE39100,s__coprophilum
KNY36749,s__baumannii
KOU45819,s__sp._MMG1522
SHK63660,s__sinaiensis
EFO44764,s__parahaemolyticus
SEL07475,s__sp._OK003
SET69685,s__sp._OV084
KZR91817,s__sp._MIT_S9509
OEE59816,s__calviensis
ASJ23981,s__hongkongensis
ATG41215,s__piscinae
KMO82176,s__chlorophenolicum
OBB09461,s__setense
OMU00524,s__pseudomallei
SFA98517,s__pacificae3
ORT55291,s__sp._CB03238
ELV79119,s__coli
